pumpkin_chocolate_chip_bread_6	5	pumpkin_chocolate_chip_bread_4	1
pumpkin_chocolate_chip_bread_6	1	pumpkin_chocolate_chip_bread_4	1
pumpkin_chocolate_chip_bread_6	11	pumpkin_chocolate_chip_bread_4	5
pumpkin_chocolate_chip_bread_6	24	pumpkin_chocolate_chip_bread_4	0
pumpkin_chocolate_chip_bread_6	35	pumpkin_chocolate_chip_bread_4	11
pumpkin_chocolate_chip_bread_6	27	pumpkin_chocolate_chip_bread_4	11
pumpkin_chocolate_chip_bread_6	49	pumpkin_chocolate_chip_bread_4	0
pumpkin_chocolate_chip_bread_6	46	pumpkin_chocolate_chip_bread_4	0
pumpkin_chocolate_chip_bread_6	63	pumpkin_chocolate_chip_bread_4	45
pumpkin_chocolate_chip_bread_6	57	pumpkin_chocolate_chip_bread_4	37
pumpkin_chocolate_chip_bread_6	74	pumpkin_chocolate_chip_bread_4	0
pumpkin_chocolate_chip_bread_6	71	pumpkin_chocolate_chip_bread_4	71
pumpkin_chocolate_chip_bread_6	86	pumpkin_chocolate_chip_bread_4	62
pumpkin_chocolate_chip_bread_6	81	pumpkin_chocolate_chip_bread_4	0
pumpkin_chocolate_chip_bread_6	93	pumpkin_chocolate_chip_bread_4	75
pumpkin_chocolate_chip_bread_6	96	pumpkin_chocolate_chip_bread_4	75
pumpkin_chocolate_chip_bread_6	104	pumpkin_chocolate_chip_bread_4	84
pumpkin_chocolate_chip_bread_6	101	pumpkin_chocolate_chip_bread_4	84
pumpkin_chocolate_chip_bread_6	112	pumpkin_chocolate_chip_bread_4	106
pumpkin_chocolate_chip_bread_6	108	pumpkin_chocolate_chip_bread_4	86
pumpkin_chocolate_chip_bread_6	124	pumpkin_chocolate_chip_bread_4	106
pumpkin_chocolate_chip_bread_6	119	pumpkin_chocolate_chip_bread_4	122
pumpkin_chocolate_chip_bread_6	138	pumpkin_chocolate_chip_bread_4	144
pumpkin_chocolate_chip_bread_6	135	pumpkin_chocolate_chip_bread_4	142
pumpkin_chocolate_chip_bread_6	142	pumpkin_chocolate_chip_bread_4	168
pumpkin_chocolate_chip_bread_6	145	pumpkin_chocolate_chip_bread_4	168
pumpkin_chocolate_chip_bread_6	149	pumpkin_chocolate_chip_bread_4	166
pumpkin_chocolate_chip_bread_4	1	pumpkin_chocolate_chip_bread_1	1
pumpkin_chocolate_chip_bread_4	5	pumpkin_chocolate_chip_bread_1	86
pumpkin_chocolate_chip_bread_4	11	pumpkin_chocolate_chip_bread_1	13
pumpkin_chocolate_chip_bread_4	37	pumpkin_chocolate_chip_bread_1	52
pumpkin_chocolate_chip_bread_4	45	pumpkin_chocolate_chip_bread_1	52
pumpkin_chocolate_chip_bread_4	62	pumpkin_chocolate_chip_bread_1	56
pumpkin_chocolate_chip_bread_4	71	pumpkin_chocolate_chip_bread_1	61
pumpkin_chocolate_chip_bread_4	75	pumpkin_chocolate_chip_bread_1	66
pumpkin_chocolate_chip_bread_4	80	pumpkin_chocolate_chip_bread_1	0
pumpkin_chocolate_chip_bread_4	84	pumpkin_chocolate_chip_bread_1	71
pumpkin_chocolate_chip_bread_4	86	pumpkin_chocolate_chip_bread_1	86
pumpkin_chocolate_chip_bread_4	94	pumpkin_chocolate_chip_bread_1	0
pumpkin_chocolate_chip_bread_4	106	pumpkin_chocolate_chip_bread_1	88
pumpkin_chocolate_chip_bread_4	122	pumpkin_chocolate_chip_bread_1	0
pumpkin_chocolate_chip_bread_4	134	pumpkin_chocolate_chip_bread_1	101
pumpkin_chocolate_chip_bread_4	142	pumpkin_chocolate_chip_bread_1	101
pumpkin_chocolate_chip_bread_4	144	pumpkin_chocolate_chip_bread_1	105
pumpkin_chocolate_chip_bread_4	149	pumpkin_chocolate_chip_bread_1	113
pumpkin_chocolate_chip_bread_4	151	pumpkin_chocolate_chip_bread_1	113
pumpkin_chocolate_chip_bread_4	166	pumpkin_chocolate_chip_bread_1	109
pumpkin_chocolate_chip_bread_4	168	pumpkin_chocolate_chip_bread_1	126
pumpkin_chocolate_chip_bread_4	177	pumpkin_chocolate_chip_bread_1	0
pumpkin_chocolate_chip_bread_4	179	pumpkin_chocolate_chip_bread_1	0
pumpkin_chocolate_chip_bread_9	11	pumpkin_chocolate_chip_bread_10	17
pumpkin_chocolate_chip_bread_9	18	pumpkin_chocolate_chip_bread_10	17
pumpkin_chocolate_chip_bread_9	22	pumpkin_chocolate_chip_bread_10	17
pumpkin_chocolate_chip_bread_9	24	pumpkin_chocolate_chip_bread_10	0
pumpkin_chocolate_chip_bread_9	27	pumpkin_chocolate_chip_bread_10	17
pumpkin_chocolate_chip_bread_9	30	pumpkin_chocolate_chip_bread_10	17
pumpkin_chocolate_chip_bread_9	37	pumpkin_chocolate_chip_bread_10	21
pumpkin_chocolate_chip_bread_9	40	pumpkin_chocolate_chip_bread_10	6
pumpkin_chocolate_chip_bread_9	42	pumpkin_chocolate_chip_bread_10	6
pumpkin_chocolate_chip_bread_9	54	pumpkin_chocolate_chip_bread_10	29
pumpkin_chocolate_chip_bread_1	1	pumpkin_chocolate_chip_bread_3	1
pumpkin_chocolate_chip_bread_1	13	pumpkin_chocolate_chip_bread_3	24
pumpkin_chocolate_chip_bread_1	14	pumpkin_chocolate_chip_bread_3	0
pumpkin_chocolate_chip_bread_1	24	pumpkin_chocolate_chip_bread_3	50
pumpkin_chocolate_chip_bread_1	31	pumpkin_chocolate_chip_bread_3	24
pumpkin_chocolate_chip_bread_1	43	pumpkin_chocolate_chip_bread_3	24
pumpkin_chocolate_chip_bread_1	47	pumpkin_chocolate_chip_bread_3	50
pumpkin_chocolate_chip_bread_1	52	pumpkin_chocolate_chip_bread_3	50
pumpkin_chocolate_chip_bread_1	56	pumpkin_chocolate_chip_bread_3	74
pumpkin_chocolate_chip_bread_1	61	pumpkin_chocolate_chip_bread_3	74
pumpkin_chocolate_chip_bread_1	66	pumpkin_chocolate_chip_bread_3	90
pumpkin_chocolate_chip_bread_1	71	pumpkin_chocolate_chip_bread_3	125
pumpkin_chocolate_chip_bread_1	86	pumpkin_chocolate_chip_bread_3	0
pumpkin_chocolate_chip_bread_1	88	pumpkin_chocolate_chip_bread_3	134
pumpkin_chocolate_chip_bread_1	101	pumpkin_chocolate_chip_bread_3	155
pumpkin_chocolate_chip_bread_1	105	pumpkin_chocolate_chip_bread_3	0
pumpkin_chocolate_chip_bread_1	109	pumpkin_chocolate_chip_bread_3	178
pumpkin_chocolate_chip_bread_1	113	pumpkin_chocolate_chip_bread_3	184
pumpkin_chocolate_chip_bread_1	120	pumpkin_chocolate_chip_bread_3	178
pumpkin_chocolate_chip_bread_1	126	pumpkin_chocolate_chip_bread_3	184
pumpkin_chocolate_chip_bread_2	1	pumpkin_chocolate_chip_bread_0	0
pumpkin_chocolate_chip_bread_2	8	pumpkin_chocolate_chip_bread_0	0
pumpkin_chocolate_chip_bread_2	56	pumpkin_chocolate_chip_bread_0	26
pumpkin_chocolate_chip_bread_2	59	pumpkin_chocolate_chip_bread_0	30
pumpkin_chocolate_chip_bread_2	61	pumpkin_chocolate_chip_bread_0	26
pumpkin_chocolate_chip_bread_2	67	pumpkin_chocolate_chip_bread_0	35
pumpkin_chocolate_chip_bread_2	72	pumpkin_chocolate_chip_bread_0	38
pumpkin_chocolate_chip_bread_2	80	pumpkin_chocolate_chip_bread_0	42
pumpkin_chocolate_chip_bread_2	95	pumpkin_chocolate_chip_bread_0	59
pumpkin_chocolate_chip_bread_2	97	pumpkin_chocolate_chip_bread_0	0
pumpkin_chocolate_chip_bread_0	4	pumpkin_chocolate_chip_bread_8	9
pumpkin_chocolate_chip_bread_0	6	pumpkin_chocolate_chip_bread_8	9
pumpkin_chocolate_chip_bread_0	15	pumpkin_chocolate_chip_bread_8	9
pumpkin_chocolate_chip_bread_0	21	pumpkin_chocolate_chip_bread_8	0
pumpkin_chocolate_chip_bread_0	26	pumpkin_chocolate_chip_bread_8	39
pumpkin_chocolate_chip_bread_0	30	pumpkin_chocolate_chip_bread_8	34
pumpkin_chocolate_chip_bread_0	35	pumpkin_chocolate_chip_bread_8	44
pumpkin_chocolate_chip_bread_0	38	pumpkin_chocolate_chip_bread_8	4
pumpkin_chocolate_chip_bread_0	42	pumpkin_chocolate_chip_bread_8	51
pumpkin_chocolate_chip_bread_0	51	pumpkin_chocolate_chip_bread_8	57
pumpkin_chocolate_chip_bread_0	59	pumpkin_chocolate_chip_bread_8	0
