file1	token1	file2	token2
slow_cooker_chicken_tortilla_soup_0	1	slow_cooker_chicken_tortilla_soup_7	1
slow_cooker_chicken_tortilla_soup_0	16	slow_cooker_chicken_tortilla_soup_7	1
slow_cooker_chicken_tortilla_soup_0	18	slow_cooker_chicken_tortilla_soup_7	14
slow_cooker_chicken_tortilla_soup_0	25	slow_cooker_chicken_tortilla_soup_7	0
slow_cooker_chicken_tortilla_soup_0	29	slow_cooker_chicken_tortilla_soup_7	14
slow_cooker_chicken_tortilla_soup_0	35	slow_cooker_chicken_tortilla_soup_7	30
slow_cooker_chicken_tortilla_soup_7	1	slow_cooker_chicken_tortilla_soup_8	1
slow_cooker_chicken_tortilla_soup_7	14	slow_cooker_chicken_tortilla_soup_8	35
slow_cooker_chicken_tortilla_soup_7	30	slow_cooker_chicken_tortilla_soup_8	0
slow_cooker_chicken_tortilla_soup_7	33	slow_cooker_chicken_tortilla_soup_8	1
slow_cooker_chicken_tortilla_soup_7	40	slow_cooker_chicken_tortilla_soup_8	0
slow_cooker_chicken_tortilla_soup_7	43	slow_cooker_chicken_tortilla_soup_8	22
slow_cooker_chicken_tortilla_soup_6	1	slow_cooker_chicken_tortilla_soup_0	16
slow_cooker_chicken_tortilla_soup_6	12	slow_cooker_chicken_tortilla_soup_0	18
slow_cooker_chicken_tortilla_soup_6	37	slow_cooker_chicken_tortilla_soup_0	0
slow_cooker_chicken_tortilla_soup_6	40	slow_cooker_chicken_tortilla_soup_0	25
slow_cooker_chicken_tortilla_soup_6	49	slow_cooker_chicken_tortilla_soup_0	1
slow_cooker_chicken_tortilla_soup_6	56	slow_cooker_chicken_tortilla_soup_0	29
slow_cooker_chicken_tortilla_soup_6	63	slow_cooker_chicken_tortilla_soup_0	35
slow_cooker_chicken_tortilla_soup_6	69	slow_cooker_chicken_tortilla_soup_0	35
slow_cooker_chicken_tortilla_soup_9	1	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	3	slow_cooker_chicken_tortilla_soup_1	1
slow_cooker_chicken_tortilla_soup_9	4	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	15	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	17	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	24	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	27	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	32	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	35	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	49	slow_cooker_chicken_tortilla_soup_1	42
slow_cooker_chicken_tortilla_soup_9	58	slow_cooker_chicken_tortilla_soup_1	58
slow_cooker_chicken_tortilla_soup_9	66	slow_cooker_chicken_tortilla_soup_1	66
slow_cooker_chicken_tortilla_soup_9	69	slow_cooker_chicken_tortilla_soup_1	96
slow_cooker_chicken_tortilla_soup_9	74	slow_cooker_chicken_tortilla_soup_1	96
slow_cooker_chicken_tortilla_soup_9	80	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	85	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	102	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	106	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_9	119	slow_cooker_chicken_tortilla_soup_1	136
slow_cooker_chicken_tortilla_soup_9	122	slow_cooker_chicken_tortilla_soup_1	138
slow_cooker_chicken_tortilla_soup_9	132	slow_cooker_chicken_tortilla_soup_1	0
slow_cooker_chicken_tortilla_soup_4	7	slow_cooker_chicken_tortilla_soup_6	1
