file1	token1	file2	token2
garam_masala_4	1	garam_masala_6	1
garam_masala_4	17	garam_masala_6	19
garam_masala_4	32	garam_masala_6	27
garam_masala_6	1	garam_masala_9	0
garam_masala_6	19	garam_masala_9	1
garam_masala_6	22	garam_masala_9	0
garam_masala_6	27	garam_masala_9	18
garam_masala_7	2	garam_masala_10	1
garam_masala_7	13	garam_masala_10	0
garam_masala_7	23	garam_masala_10	0
garam_masala_7	25	garam_masala_10	0
garam_masala_7	29	garam_masala_10	38
garam_masala_7	36	garam_masala_10	71
garam_masala_10	1	garam_masala_4	1
garam_masala_10	13	garam_masala_4	12
garam_masala_10	38	garam_masala_4	17
garam_masala_10	71	garam_masala_4	32
garam_masala_10	77	garam_masala_4	0
garam_masala_8	2	garam_masala_0	1
garam_masala_8	10	garam_masala_0	10
garam_masala_8	14	garam_masala_0	20
garam_masala_8	18	garam_masala_0	17
garam_masala_8	21	garam_masala_0	34
garam_masala_8	25	garam_masala_0	51
garam_masala_8	28	garam_masala_0	0
garam_masala_8	36	garam_masala_0	0
garam_masala_8	40	garam_masala_0	0
garam_masala_8	43	garam_masala_0	0
garam_masala_8	47	garam_masala_0	38
garam_masala_8	53	garam_masala_0	43
garam_masala_8	62	garam_masala_0	42
garam_masala_8	68	garam_masala_0	20
garam_masala_8	76	garam_masala_0	34
garam_masala_8	81	garam_masala_0	51
garam_masala_8	92	garam_masala_0	0
garam_masala_8	96	garam_masala_0	0
garam_masala_8	100	garam_masala_0	55
garam_masala_8	112	garam_masala_0	61
garam_masala_8	115	garam_masala_0	61
garam_masala_2	1	garam_masala_3	0
garam_masala_2	10	garam_masala_3	0
garam_masala_2	13	garam_masala_3	0
garam_masala_2	18	garam_masala_3	49
garam_masala_2	48	garam_masala_3	27
garam_masala_2	52	garam_masala_3	65
garam_masala_2	57	garam_masala_3	27
garam_masala_2	61	garam_masala_3	31
garam_masala_2	64	garam_masala_3	49
garam_masala_2	73	garam_masala_3	55
garam_masala_2	84	garam_masala_3	0
garam_masala_2	94	garam_masala_3	55
garam_masala_3	5	garam_masala_7	2
garam_masala_3	23	garam_masala_7	13
garam_masala_3	27	garam_masala_7	23
garam_masala_3	31	garam_masala_7	25
garam_masala_3	35	garam_masala_7	2
garam_masala_3	41	garam_masala_7	0
garam_masala_3	44	garam_masala_7	0
garam_masala_3	49	garam_masala_7	0
garam_masala_3	55	garam_masala_7	29
garam_masala_3	62	garam_masala_7	29
garam_masala_3	65	garam_masala_7	29
garam_masala_3	68	garam_masala_7	36
garam_masala_1	1	garam_masala_5	0
garam_masala_1	11	garam_masala_5	16
garam_masala_1	15	garam_masala_5	0
garam_masala_1	30	garam_masala_5	0
garam_masala_1	36	garam_masala_5	29
garam_masala_1	73	garam_masala_5	53
garam_masala_1	78	garam_masala_5	64
garam_masala_1	81	garam_masala_5	64
garam_masala_1	86	garam_masala_5	0
garam_masala_1	94	garam_masala_5	1
garam_masala_1	96	garam_masala_5	0
garam_masala_1	101	garam_masala_5	77
garam_masala_1	104	garam_masala_5	94
garam_masala_1	121	garam_masala_5	143
garam_masala_5	1	garam_masala_2	18
garam_masala_5	15	garam_masala_2	0
garam_masala_5	16	garam_masala_2	0
garam_masala_5	29	garam_masala_2	0
garam_masala_5	53	garam_masala_2	48
garam_masala_5	64	garam_masala_2	57
garam_masala_5	73	garam_masala_2	18
garam_masala_5	75	garam_masala_2	61
garam_masala_5	77	garam_masala_2	0
garam_masala_5	94	garam_masala_2	73
garam_masala_5	130	garam_masala_2	84
garam_masala_5	132	garam_masala_2	94
garam_masala_5	138	garam_masala_2	0
garam_masala_5	143	garam_masala_2	0
garam_masala_0	1	garam_masala_1	1
garam_masala_0	10	garam_masala_1	94
garam_masala_0	17	garam_masala_1	36
garam_masala_0	20	garam_masala_1	30
garam_masala_0	24	garam_masala_1	0
garam_masala_0	28	garam_masala_1	11
garam_masala_0	29	garam_masala_1	11
garam_masala_0	34	garam_masala_1	86
garam_masala_0	38	garam_masala_1	0
garam_masala_0	42	garam_masala_1	11
garam_masala_0	43	garam_masala_1	11
garam_masala_0	47	garam_masala_1	15
garam_masala_0	51	garam_masala_1	81
garam_masala_0	55	garam_masala_1	104
garam_masala_0	61	garam_masala_1	121
